AÑO,MES,CATEGORIA_ALOJAMIENTO,CCAA,PROVINCIA,PERIODO_ANTELACION,PRECIO_CHECK-IN_ENTRE_SEMANA,PRECIO_CHECK-IN_FIN_SEMANA,CLASE_PRECIO,CCAA_CODE,PROVINCIA_CODE,CATEGORIA_ALOJAMIENTO_CODE,PERIODO_ANTELACION_CODE
2025,3,Hotel 3 Estrellas,Castilla y León,Soria,1 Mes,67.0,79.0,0,5,41,0,0
2025,3,Hotel 3 Estrellas,Castilla y León,Valladolid,1 Mes,77.0,90.0,0,5,46,0,0
2025,3,Hotel 3 Estrellas,Castilla y León,Zamora,1 Mes,97.0,82.0,1,5,47,0,0
2025,3,Hotel 3 Estrellas,Castilla y León,Ávila,1 Mes,61.0,76.0,0,5,49,0,0
2025,3,Hotel 3 Estrellas,Cataluña,Barcelona,1 Mes,157.0,183.0,1,6,7,0,0
2025,3,Hotel 3 Estrellas,Cataluña,Girona,1 Mes,103.0,116.0,1,6,18,0,0
2025,3,Hotel 3 Estrellas,Cataluña,Lleida,1 Mes,101.0,110.0,1,6,28,0,0
2025,3,Hotel 3 Estrellas,Cataluña,Tarragona,1 Mes,78.0,84.0,0,6,42,0,0
2025,3,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,84.0,92.0,0,7,33,0,0
2025,3,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,1 Mes,130.0,141.0,1,8,30,0,0
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,92.0,107.0,1,9,2,0,0
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Mes,79.0,87.0,0,9,11,0,0
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,120.0,132.0,1,9,45,0,0
2025,3,Hotel 3 Estrellas,Extremadura,Badajoz,1 Mes,74.0,76.0,0,10,6,0,0
2025,3,Hotel 3 Estrellas,Extremadura,Cáceres,1 Mes,72.0,89.0,0,10,14,0,0
2025,3,Hotel 3 Estrellas,Galicia,A Coruña,1 Mes,66.0,79.0,0,11,0,0,0
2025,3,Hotel 3 Estrellas,Galicia,Lugo,1 Mes,65.0,67.0,0,11,29,0,0
2025,3,Hotel 3 Estrellas,Galicia,Ourense,1 Mes,72.0,76.0,0,11,34,0,0
2025,3,Hotel 3 Estrellas,Galicia,Pontevedra,1 Mes,66.0,71.0,0,11,36,0,0
2025,3,Hotel 3 Estrellas,Illes Balears,Illes Balears,1 Mes,117.0,125.0,1,12,23,0,0
2025,3,Hotel 3 Estrellas,La Rioja,La Rioja,1 Mes,86.0,123.0,0,13,25,0,0
2025,3,Hotel 3 Estrellas,País Vasco,Araba/Álava,1 Mes,78.0,85.0,0,14,4,0,0
2025,3,Hotel 3 Estrellas,País Vasco,Bizkaia,1 Mes,84.0,124.0,0,14,8,0,0
2025,3,Hotel 3 Estrellas,País Vasco,Gipuzkoa,1 Mes,89.0,136.0,0,14,17,0,0
2025,3,Hotel 3 Estrellas,Principado de Asturias,Asturias,1 Mes,72.0,78.0,0,15,5,0,0
2025,3,Hotel 3 Estrellas,Región de Murcia,Murcia,1 Mes,79.0,86.0,0,16,31,0,0
2025,3,Hotel 4 Estrellas,Andalucía,Almería,1 Mes,83.0,89.0,0,0,3,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Cádiz,1 Mes,92.0,108.0,1,0,15,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Córdoba,1 Mes,118.0,161.0,1,0,16,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Granada,1 Mes,126.0,162.0,1,0,19,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Huelva,1 Mes,90.0,99.0,1,0,21,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Jaén,1 Mes,87.0,112.0,0,0,24,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Málaga,1 Mes,140.0,164.0,1,0,32,1,0
2025,3,Hotel 4 Estrellas,Andalucía,Sevilla,1 Mes,156.0,181.0,1,0,40,1,0
2025,3,Hotel 4 Estrellas,Aragón,Huesca,1 Mes,119.0,144.0,1,1,22,1,0
2025,3,Hotel 4 Estrellas,Aragón,Teruel,1 Mes,104.0,140.0,1,1,43,1,0
2025,3,Hotel 4 Estrellas,Aragón,Zaragoza,1 Mes,96.0,113.0,1,1,48,1,0
2025,3,Hotel 4 Estrellas,Canarias,Las Palmas,1 Mes,196.0,203.0,1,2,26,1,0
2025,3,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,1 Mes,168.0,173.0,1,2,38,1,0
2025,3,Hotel 4 Estrellas,Cantabria,Cantabria,1 Mes,79.0,108.0,0,3,10,1,0
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Albacete,1 Mes,92.0,98.0,1,4,1,1,0
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Ciudad Real,1 Mes,82.0,88.0,0,4,12,1,0
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Cuenca,1 Mes,83.0,119.0,0,4,13,1,0
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Guadalajara,1 Mes,131.0,163.0,1,4,20,1,0
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,1 Mes,86.0,138.0,0,4,44,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Burgos,1 Mes,88.0,98.0,0,5,9,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,León,1 Mes,71.0,91.0,0,5,27,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Palencia,1 Mes,93.0,88.0,1,5,35,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Salamanca,1 Mes,84.0,112.0,0,5,37,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Segovia,1 Mes,86.0,132.0,0,5,39,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Soria,1 Mes,90.0,123.0,1,5,41,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Valladolid,1 Mes,97.0,129.0,1,5,46,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Zamora,1 Mes,81.0,97.0,0,5,47,1,0
2025,3,Hotel 4 Estrellas,Castilla y León,Ávila,1 Mes,79.0,94.0,0,5,49,1,0
2025,3,Hotel 4 Estrellas,Cataluña,Barcelona,1 Mes,181.0,200.0,1,6,7,1,0
2025,3,Hotel 4 Estrellas,Cataluña,Girona,1 Mes,113.0,132.0,1,6,18,1,0
2025,3,Hotel 4 Estrellas,Cataluña,Lleida,1 Mes,124.0,136.0,1,6,28,1,0
2025,3,Hotel 4 Estrellas,Cataluña,Tarragona,1 Mes,95.0,107.0,1,6,42,1,0
2025,3,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,1 Mes,104.0,125.0,1,7,33,1,0
2025,3,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,1 Mes,179.0,197.0,1,8,30,1,0
2025,3,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Mes,120.0,136.0,1,9,2,1,0
2025,3,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Mes,94.0,108.0,1,9,11,1,0
2025,3,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,1 Mes,135.0,158.0,1,9,45,1,0
2025,3,Hotel 4 Estrellas,Extremadura,Badajoz,1 Mes,78.0,104.0,0,10,6,1,0
2025,3,Hotel 4 Estrellas,Extremadura,Cáceres,1 Mes,91.0,126.0,1,10,14,1,0
2025,3,Hotel 4 Estrellas,Galicia,A Coruña,1 Mes,84.0,94.0,0,11,0,1,0
2025,3,Hotel 4 Estrellas,Galicia,Lugo,1 Mes,82.0,87.0,0,11,29,1,0
2025,3,Hotel 4 Estrellas,Galicia,Ourense,1 Mes,93.0,116.0,1,11,34,1,0
2025,3,Hotel 4 Estrellas,Galicia,Pontevedra,1 Mes,80.0,87.0,0,11,36,1,0
2025,3,Hotel 4 Estrellas,Illes Balears,Illes Balears,1 Mes,154.0,168.0,1,12,23,1,0
2025,3,Hotel 4 Estrellas,La Rioja,La Rioja,1 Mes,104.0,151.0,1,13,25,1,0
2025,3,Hotel 4 Estrellas,País Vasco,Araba/Álava,1 Mes,92.0,112.0,1,14,4,1,0
2025,3,Hotel 4 Estrellas,País Vasco,Bizkaia,1 Mes,113.0,150.0,1,14,8,1,0
2025,3,Hotel 4 Estrellas,País Vasco,Gipuzkoa,1 Mes,125.0,190.0,1,14,17,1,0
2025,3,Hotel 4 Estrellas,Principado de Asturias,Asturias,1 Mes,78.0,89.0,0,15,5,1,0
2025,3,Hotel 4 Estrellas,Región de Murcia,Murcia,1 Mes,81.0,90.0,0,16,31,1,0
2025,3,Hotel 5 Estrellas,Andalucía,Almería,1 Mes,108.0,99.0,1,0,3,2,0
2025,3,Hotel 5 Estrellas,Andalucía,Cádiz,1 Mes,177.0,193.0,1,0,15,2,0
2025,3,Hotel 5 Estrellas,Andalucía,Córdoba,1 Mes,175.0,211.0,1,0,16,2,0
2025,3,Hotel 5 Estrellas,Andalucía,Jaén,1 Mes,127.0,190.0,1,0,24,2,0
2025,3,Hotel 5 Estrellas,Aragón,Huesca,1 Mes,169.0,227.0,1,1,22,2,0
2025,3,Hotel 5 Estrellas,Aragón,Zaragoza,1 Mes,130.0,136.0,1,1,48,2,0
2025,3,Hotel 5 Estrellas,Cantabria,Cantabria,1 Mes,122.0,170.0,1,3,10,2,0
2025,3,Hotel 5 Estrellas,Castilla - La Mancha,Ciudad Real,1 Mes,174.0,230.0,1,4,12,2,0
2025,3,Hotel 5 Estrellas,Castilla - La Mancha,Toledo,1 Mes,124.0,219.0,1,4,44,2,0
2025,3,Hotel 5 Estrellas,Castilla y León,Salamanca,1 Mes,158.0,220.0,1,5,37,2,0
2025,3,Hotel 5 Estrellas,Castilla y León,Segovia,1 Mes,130.0,181.0,1,5,39,2,0
2025,3,Hotel 5 Estrellas,Castilla y León,Soria,1 Mes,149.0,149.0,1,5,41,2,0
2025,3,Hotel 5 Estrellas,Castilla y León,Zamora,1 Mes,144.0,186.0,1,5,47,2,0
2025,3,Hotel 5 Estrellas,Cataluña,Tarragona,1 Mes,188.0,218.0,1,6,42,2,0
2025,3,Hotel 5 Estrellas,Extremadura,Badajoz,1 Mes,94.0,132.0,1,10,6,2,0
2025,3,Hotel 5 Estrellas,Galicia,A Coruña,1 Mes,128.0,129.0,1,11,0,2,0
2025,3,Hotel 5 Estrellas,Galicia,Pontevedra,1 Mes,133.0,148.0,1,11,36,2,0
2025,3,Hotel 5 Estrellas,País Vasco,Araba/Álava,1 Mes,110.0,127.0,1,14,4,2,0
2025,3,Hotel 5 Estrellas,País Vasco,Bizkaia,1 Mes,138.0,168.0,1,14,8,2,0
2025,3,Hotel 5 Estrellas,Principado de Asturias,Asturias,1 Mes,150.0,164.0,1,15,5,2,0
2025,3,Hotel 5 Estrellas,Región de Murcia,Murcia,1 Mes,211.0,203.0,1,16,31,2,0
2025,3,Hotel 3 Estrellas,Andalucía,Almería,1 Semana,72.0,77.0,0,0,3,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Cádiz,1 Semana,77.0,90.0,0,0,15,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Córdoba,1 Semana,88.0,123.0,0,0,16,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Granada,1 Semana,86.0,115.0,0,0,19,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Huelva,1 Semana,77.0,92.0,0,0,21,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Jaén,1 Semana,64.0,79.0,0,0,24,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Málaga,1 Semana,99.0,112.0,1,0,32,0,1
2025,3,Hotel 3 Estrellas,Andalucía,Sevilla,1 Semana,132.0,140.0,1,0,40,0,1
2025,3,Hotel 3 Estrellas,Aragón,Huesca,1 Semana,102.0,118.0,1,1,22,0,1
2025,3,Hotel 3 Estrellas,Aragón,Teruel,1 Semana,85.0,96.0,0,1,43,0,1
2025,3,Hotel 3 Estrellas,Aragón,Zaragoza,1 Semana,78.0,90.0,0,1,48,0,1
2025,3,Hotel 3 Estrellas,Canarias,Las Palmas,1 Semana,139.0,151.0,1,2,26,0,1
2025,3,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,1 Semana,119.0,127.0,1,2,38,0,1
2025,3,Hotel 3 Estrellas,Cantabria,Cantabria,1 Semana,76.0,88.0,0,3,10,0,1
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Albacete,1 Semana,77.0,90.0,0,4,1,0,1
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Ciudad Real,1 Semana,73.0,79.0,0,4,12,0,1
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Cuenca,1 Semana,71.0,95.0,0,4,13,0,1
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Guadalajara,1 Semana,94.0,106.0,1,4,20,0,1
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,1 Semana,84.0,111.0,0,4,44,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Burgos,1 Semana,72.0,91.0,0,5,9,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,León,1 Semana,66.0,86.0,0,5,27,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Palencia,1 Semana,74.0,81.0,0,5,35,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Salamanca,1 Semana,70.0,95.0,0,5,37,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Segovia,1 Semana,75.0,147.0,0,5,39,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Soria,1 Semana,67.0,75.0,0,5,41,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Valladolid,1 Semana,77.0,89.0,0,5,46,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Zamora,1 Semana,100.0,88.0,1,5,47,0,1
2025,3,Hotel 3 Estrellas,Castilla y León,Ávila,1 Semana,60.0,77.0,0,5,49,0,1
2025,3,Hotel 3 Estrellas,Cataluña,Barcelona,1 Semana,158.0,185.0,1,6,7,0,1
2025,3,Hotel 3 Estrellas,Cataluña,Girona,1 Semana,102.0,119.0,1,6,18,0,1
2025,3,Hotel 3 Estrellas,Cataluña,Lleida,1 Semana,97.0,109.0,1,6,28,0,1
2025,3,Hotel 3 Estrellas,Cataluña,Tarragona,1 Semana,79.0,86.0,0,6,42,0,1
2025,3,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,1 Semana,93.0,96.0,1,7,33,0,1
2025,3,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,1 Semana,129.0,142.0,1,8,30,0,1
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Semana,90.0,106.0,1,9,2,0,1
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Semana,82.0,91.0,0,9,11,0,1
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,1 Semana,119.0,134.0,1,9,45,0,1
2025,3,Hotel 3 Estrellas,Extremadura,Badajoz,1 Semana,73.0,80.0,0,10,6,0,1
2025,3,Hotel 3 Estrellas,Extremadura,Cáceres,1 Semana,72.0,87.0,0,10,14,0,1
2025,3,Hotel 3 Estrellas,Galicia,A Coruña,1 Semana,66.0,87.0,0,11,0,0,1
2025,3,Hotel 3 Estrellas,Galicia,Lugo,1 Semana,66.0,68.0,0,11,29,0,1
2025,3,Hotel 3 Estrellas,Galicia,Ourense,1 Semana,77.0,82.0,0,11,34,0,1
2025,3,Hotel 3 Estrellas,Galicia,Pontevedra,1 Semana,65.0,69.0,0,11,36,0,1
2025,3,Hotel 3 Estrellas,Illes Balears,Illes Balears,1 Semana,119.0,129.0,1,12,23,0,1
2025,3,Hotel 3 Estrellas,La Rioja,La Rioja,1 Semana,86.0,122.0,0,13,25,0,1
2025,3,Hotel 3 Estrellas,País Vasco,Araba/Álava,1 Semana,77.0,85.0,0,14,4,0,1
2025,3,Hotel 3 Estrellas,País Vasco,Bizkaia,1 Semana,79.0,121.0,0,14,8,0,1
2025,3,Hotel 3 Estrellas,País Vasco,Gipuzkoa,1 Semana,90.0,143.0,1,14,17,0,1
2025,3,Hotel 3 Estrellas,Principado de Asturias,Asturias,1 Semana,73.0,80.0,0,15,5,0,1
2025,3,Hotel 3 Estrellas,Región de Murcia,Murcia,1 Semana,79.0,84.0,0,16,31,0,1
2025,3,Hotel 4 Estrellas,Andalucía,Almería,1 Semana,84.0,87.0,0,0,3,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Cádiz,1 Semana,92.0,116.0,1,0,15,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Córdoba,1 Semana,115.0,169.0,1,0,16,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Granada,1 Semana,127.0,175.0,1,0,19,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Huelva,1 Semana,93.0,110.0,1,0,21,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Jaén,1 Semana,84.0,119.0,0,0,24,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Málaga,1 Semana,149.0,172.0,1,0,32,1,1
2025,3,Hotel 4 Estrellas,Andalucía,Sevilla,1 Semana,160.0,182.0,1,0,40,1,1
2025,3,Hotel 4 Estrellas,Aragón,Huesca,1 Semana,117.0,150.0,1,1,22,1,1
2025,3,Hotel 4 Estrellas,Aragón,Teruel,1 Semana,100.0,164.0,1,1,43,1,1
2025,3,Hotel 4 Estrellas,Aragón,Zaragoza,1 Semana,98.0,117.0,1,1,48,1,1
2025,3,Hotel 4 Estrellas,Canarias,Las Palmas,1 Semana,204.0,214.0,1,2,26,1,1
2025,3,Hotel 4 Estrellas,Canarias,Santa Cruz de Tenerife,1 Semana,180.0,182.0,1,2,38,1,1
2025,3,Hotel 4 Estrellas,Cantabria,Cantabria,1 Semana,82.0,111.0,0,3,10,1,1
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Albacete,1 Semana,91.0,99.0,1,4,1,1,1
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Ciudad Real,1 Semana,80.0,89.0,0,4,12,1,1
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Cuenca,1 Semana,82.0,118.0,0,4,13,1,1
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Guadalajara,1 Semana,131.0,103.0,1,4,20,1,1
2025,3,Hotel 4 Estrellas,Castilla - La Mancha,Toledo,1 Semana,83.0,146.0,0,4,44,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Burgos,1 Semana,92.0,104.0,1,5,9,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,León,1 Semana,74.0,96.0,0,5,27,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Palencia,1 Semana,90.0,92.0,1,5,35,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Salamanca,1 Semana,84.0,106.0,0,5,37,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Segovia,1 Semana,98.0,145.0,1,5,39,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Soria,1 Semana,95.0,130.0,1,5,41,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Valladolid,1 Semana,98.0,135.0,1,5,46,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Zamora,1 Semana,85.0,106.0,0,5,47,1,1
2025,3,Hotel 4 Estrellas,Castilla y León,Ávila,1 Semana,81.0,98.0,0,5,49,1,1
2025,3,Hotel 4 Estrellas,Cataluña,Barcelona,1 Semana,188.0,203.0,1,6,7,1,1
2025,3,Hotel 4 Estrellas,Cataluña,Girona,1 Semana,113.0,133.0,1,6,18,1,1
2025,3,Hotel 4 Estrellas,Cataluña,Lleida,1 Semana,134.0,158.0,1,6,28,1,1
2025,3,Hotel 4 Estrellas,Cataluña,Tarragona,1 Semana,95.0,108.0,1,6,42,1,1
2025,3,Hotel 4 Estrellas,Comunidad Foral de Navarra,Navarra,1 Semana,109.0,129.0,1,7,33,1,1
2025,3,Hotel 4 Estrellas,Comunidad de Madrid,Madrid,1 Semana,185.0,198.0,1,8,30,1,1
2025,3,Hotel 4 Estrellas,Comunitat Valenciana,Alicante/Alacant,1 Semana,121.0,141.0,1,9,2,1,1
2025,3,Hotel 4 Estrellas,Comunitat Valenciana,Castellón/Castelló,1 Semana,92.0,108.0,1,9,11,1,1
2025,3,Hotel 4 Estrellas,Comunitat Valenciana,Valencia/València,1 Semana,136.0,165.0,1,9,45,1,1
2025,3,Hotel 4 Estrellas,Extremadura,Badajoz,1 Semana,78.0,102.0,0,10,6,1,1
2025,3,Hotel 4 Estrellas,Extremadura,Cáceres,1 Semana,94.0,130.0,1,10,14,1,1
2025,3,Hotel 4 Estrellas,Galicia,A Coruña,1 Semana,84.0,92.0,0,11,0,1,1
2025,3,Hotel 4 Estrellas,Galicia,Lugo,1 Semana,81.0,87.0,0,11,29,1,1
2025,3,Hotel 4 Estrellas,Galicia,Ourense,1 Semana,99.0,129.0,1,11,34,1,1
2025,3,Hotel 4 Estrellas,Galicia,Pontevedra,1 Semana,81.0,92.0,0,11,36,1,1
2025,3,Hotel 4 Estrellas,Illes Balears,Illes Balears,1 Semana,158.0,181.0,1,12,23,1,1
2025,3,Hotel 4 Estrellas,La Rioja,La Rioja,1 Semana,105.0,170.0,1,13,25,1,1
2025,3,Hotel 4 Estrellas,País Vasco,Araba/Álava,1 Semana,97.0,116.0,1,14,4,1,1
2025,3,Hotel 4 Estrellas,País Vasco,Bizkaia,1 Semana,118.0,150.0,1,14,8,1,1
2025,3,Hotel 4 Estrellas,País Vasco,Gipuzkoa,1 Semana,128.0,203.0,1,14,17,1,1
2025,3,Hotel 4 Estrellas,Principado de Asturias,Asturias,1 Semana,79.0,92.0,0,15,5,1,1
2025,3,Hotel 4 Estrellas,Región de Murcia,Murcia,1 Semana,86.0,98.0,0,16,31,1,1
2025,3,Hotel 5 Estrellas,Andalucía,Almería,1 Semana,90.0,94.0,1,0,3,2,1
2025,3,Hotel 5 Estrellas,Andalucía,Cádiz,1 Semana,176.0,181.0,1,0,15,2,1
2025,3,Hotel 5 Estrellas,Andalucía,Jaén,1 Semana,133.0,217.0,1,0,24,2,1
2025,3,Hotel 5 Estrellas,Aragón,Zaragoza,1 Semana,150.0,160.0,1,1,48,2,1
2025,3,Hotel 5 Estrellas,Cantabria,Cantabria,1 Semana,120.0,168.0,1,3,10,2,1
2025,3,Hotel 5 Estrellas,Castilla y León,Soria,1 Semana,150.0,149.0,1,5,41,2,1
2025,3,Hotel 5 Estrellas,Castilla y León,Zamora,1 Semana,127.0,184.0,1,5,47,2,1
2025,3,Hotel 5 Estrellas,Extremadura,Badajoz,1 Semana,94.0,143.0,1,10,6,2,1
2025,3,Hotel 5 Estrellas,Galicia,A Coruña,1 Semana,139.0,135.0,1,11,0,2,1
2025,3,Hotel 5 Estrellas,Galicia,Pontevedra,1 Semana,132.0,148.0,1,11,36,2,1
2025,3,Hotel 5 Estrellas,País Vasco,Araba/Álava,1 Semana,106.0,121.0,1,14,4,2,1
2025,3,Hotel 5 Estrellas,País Vasco,Bizkaia,1 Semana,158.0,175.0,1,14,8,2,1
2025,3,Hotel 5 Estrellas,Principado de Asturias,Asturias,1 Semana,148.0,163.0,1,15,5,2,1
2025,3,Hotel 5 Estrellas,Región de Murcia,Murcia,1 Semana,187.0,200.0,1,16,31,2,1
2025,3,Hotel 3 Estrellas,Andalucía,Almería,2 Semanas,72.0,76.0,0,0,3,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Cádiz,2 Semanas,77.0,90.0,0,0,15,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Córdoba,2 Semanas,91.0,124.0,1,0,16,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Granada,2 Semanas,89.0,113.0,0,0,19,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Huelva,2 Semanas,78.0,90.0,0,0,21,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Jaén,2 Semanas,64.0,81.0,0,0,24,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Málaga,2 Semanas,99.0,113.0,1,0,32,0,2
2025,3,Hotel 3 Estrellas,Andalucía,Sevilla,2 Semanas,129.0,143.0,1,0,40,0,2
2025,3,Hotel 3 Estrellas,Aragón,Huesca,2 Semanas,103.0,117.0,1,1,22,0,2
2025,3,Hotel 3 Estrellas,Aragón,Teruel,2 Semanas,91.0,97.0,1,1,43,0,2
2025,3,Hotel 3 Estrellas,Aragón,Zaragoza,2 Semanas,79.0,90.0,0,1,48,0,2
2025,3,Hotel 3 Estrellas,Canarias,Las Palmas,2 Semanas,138.0,156.0,1,2,26,0,2
2025,3,Hotel 3 Estrellas,Canarias,Santa Cruz de Tenerife,2 Semanas,121.0,120.0,1,2,38,0,2
2025,3,Hotel 3 Estrellas,Cantabria,Cantabria,2 Semanas,77.0,87.0,0,3,10,0,2
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Albacete,2 Semanas,80.0,92.0,0,4,1,0,2
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Ciudad Real,2 Semanas,72.0,78.0,0,4,12,0,2
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Cuenca,2 Semanas,67.0,89.0,0,4,13,0,2
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Guadalajara,2 Semanas,95.0,105.0,1,4,20,0,2
2025,3,Hotel 3 Estrellas,Castilla - La Mancha,Toledo,2 Semanas,84.0,107.0,0,4,44,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Burgos,2 Semanas,72.0,89.0,0,5,9,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,León,2 Semanas,65.0,89.0,0,5,27,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Palencia,2 Semanas,75.0,84.0,0,5,35,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Salamanca,2 Semanas,68.0,95.0,0,5,37,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Segovia,2 Semanas,78.0,145.0,0,5,39,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Soria,2 Semanas,67.0,77.0,0,5,41,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Valladolid,2 Semanas,76.0,89.0,0,5,46,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Zamora,2 Semanas,100.0,86.0,1,5,47,0,2
2025,3,Hotel 3 Estrellas,Castilla y León,Ávila,2 Semanas,61.0,76.0,0,5,49,0,2
2025,3,Hotel 3 Estrellas,Cataluña,Barcelona,2 Semanas,160.0,186.0,1,6,7,0,2
2025,3,Hotel 3 Estrellas,Cataluña,Girona,2 Semanas,103.0,118.0,1,6,18,0,2
2025,3,Hotel 3 Estrellas,Cataluña,Lleida,2 Semanas,101.0,106.0,1,6,28,0,2
2025,3,Hotel 3 Estrellas,Cataluña,Tarragona,2 Semanas,78.0,85.0,0,6,42,0,2
2025,3,Hotel 3 Estrellas,Comunidad Foral de Navarra,Navarra,2 Semanas,90.0,94.0,1,7,33,0,2
2025,3,Hotel 3 Estrellas,Comunidad de Madrid,Madrid,2 Semanas,129.0,143.0,1,8,30,0,2
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Alicante/Alacant,2 Semanas,90.0,106.0,1,9,2,0,2
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Castellón/Castelló,2 Semanas,80.0,88.0,0,9,11,0,2
2025,3,Hotel 3 Estrellas,Comunitat Valenciana,Valencia/València,2 Semanas,120.0,131.0,1,9,45,0,2
2025,3,Hotel 3 Estrellas,Extremadura,Badajoz,2 Semanas,73.0,80.0,0,10,6,0,2
2025,3,Hotel 3 Estrellas,Extremadura,Cáceres,2 Semanas,72.0,87.0,0,10,14,0,2
